ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
1,1,0.7614557147,0.78015804291,1.26909279823,3.89907431602,6.95736932755,6.95736932755,6.95736932755
2,2,0.99198609591,1.01635062695,1.65331017971,4.44319820404,7.40155792236,7.40155792236,7.40155792236
3,3,1.23866951466,1.26909279823,2.06444907188,4.97751760483,7.84641361237,7.84641361237,7.84641361237
4,4,1.49246871471,1.65331017971,2.48744797707,5.50723648071,8.28674030304,8.28674030304,8.28674030304
5,5,1.75996291637,2.06444907188,2.9332716465,6.02263498306,8.72821807861,8.72821807861,8.72821807861
6,6,2.03850960732,2.48744797707,3.39751577377,6.50931835175,9.17472648621,9.17472648621,9.17472648621
7,7,2.3394446373,2.9332716465,3.89907431602,6.95736932755,9.63903999329,9.63903999329,9.63903999329
8,8,2.66591906548,3.39751577377,4.44319820404,7.40155792236,10.12334442139,10.12334442139,10.12334442139
9,9,2.98651051521,3.89907431602,4.97751760483,7.84641361237,10.63524246216,10.63524246216,10.63524246216
10,10,3.30434203148,4.44319820404,5.50723648071,8.28674030304,11.17719936371,11.17719936371,11.17719936371
11,11,3.61358094215,4.97751760483,6.02263498306,8.72821807861,11.7473897934,11.7473897934,11.7473897934
12,12,3.90559101105,5.50723648071,6.50931835175,9.17472648621,12.34019374847,12.34019374847,12.34019374847
13,13,4.17442178726,6.02263498306,6.95736932755,9.63903999329,12.93774032593,12.93774032593,12.93774032593
14,14,4.44093465805,6.50931835175,7.40155792236,10.12334442139,13.53801345825,13.53801345825,13.53801345825
15,15,4.70784807205,6.95736932755,7.84641361237,10.63524246216,14.13000488281,14.13000488281,14.13000488281
16,16,4.97204446793,7.40155792236,8.28674030304,11.17719936371,14.69589710236,14.69589710236,14.69589710236
17,17,5.23693084717,7.84641361237,8.72821807861,11.7473897934,15.23728084564,15.23728084564,15.23728084564
18,18,5.50483608246,8.28674030304,9.17472648621,12.34019374847,15.75632762909,15.75632762909,15.75632762909
19,19,5.7834239006,8.72821807861,9.63903999329,12.93774032593,16.255235672,16.255235672,16.255235672
20,20,6.07400655746,9.17472648621,10.12334442139,13.53801345825,16.73602485657,16.73602485657,16.73602485657
21,21,6.38114547729,9.63903999329,10.63524246216,14.13000488281,17.21893310547,17.21893310547,17.21893310547
22,22,6.70631933212,10.12334442139,11.17719936371,14.69589710236,17.75425720215,17.75425720215,17.75425720215
23,23,7.04843378067,10.63524246216,11.7473897934,15.23728084564,18.3579788208,18.3579788208,18.3579788208
24,24,7.40411615372,11.17719936371,12.34019374847,15.75632762909,19.02332115173,19.02332115173,19.02332115173
25,25,7.76264429092,11.7473897934,12.93774032593,16.255235672,19.77062606812,19.77062606812,19.77062606812
26,26,8.12280750275,12.34019374847,13.53801345825,16.73602485657,20.59754180908,20.59754180908,20.59754180908
27,27,8.47800254822,12.93774032593,14.13000488281,17.21893310547,21.44190788269,21.44190788269,21.44190788269
28,28,8.81753826141,13.53801345825,14.69589710236,17.75425720215,22.31336021423,22.31336021423,22.31336021423
29,29,9.14236831665,14.13000488281,15.23728084564,18.3579788208,23.21055030823,23.21055030823,23.21055030823
30,30,9.45379638672,14.69589710236,15.75632762909,19.02332115173,24.12512588501,24.12512588501,24.12512588501
31,31,9.7531414032,15.23728084564,16.255235672,19.77062606812,25.05378723145,25.05378723145,25.05378723145
32,32,10.04161453247,15.75632762909,16.73602485657,20.59754180908,25.93077087402,25.93077087402,25.93077087402
33,33,10.33135986328,16.255235672,17.21893310547,21.44190788269,26.73370742798,26.73370742798,26.73370742798
34,34,10.65255355835,16.73602485657,17.75425720215,22.31336021423,27.4675579071,27.4675579071,27.4675579071
35,35,11.01478672028,17.21893310547,18.3579788208,23.21055030823,28.12944984436,28.12944984436,28.12944984436
36,36,11.4139919281,17.75425720215,19.02332115173,24.12512588501,28.72006225586,28.72006225586,28.72006225586
37,37,11.8623752594,18.3579788208,19.77062606812,25.05378723145,29.30953598022,29.30953598022,29.30953598022
38,38,12.35852432251,19.02332115173,20.59754180908,25.93077087402,29.90311050415,29.90311050415,29.90311050415
39,39,12.86514472961,19.77062606812,21.44190788269,26.73370742798,30.50555419922,30.50555419922,30.50555419922
40,40,13.38801574707,20.59754180908,22.31336021423,27.4675579071,31.10112571716,31.10112571716,31.10112571716
41,41,13.92632961273,21.44190788269,23.21055030823,28.12944984436,31.69016647339,31.69016647339,31.69016647339
42,42,14.47507476807,22.31336021423,24.12512588501,28.72006225586,32.28493499756,32.28493499756,32.28493499756
43,43,15.03227233887,23.21055030823,25.05378723145,29.30953598022,32.87864685059,32.87864685059,32.87864685059
44,44,15.55846214294,24.12512588501,25.93077087402,29.90311050415,33.4686164856,33.4686164856,33.4686164856
45,45,16.04022407532,25.05378723145,26.73370742798,30.50555419922,34.06688308716,34.06688308716,34.06688308716
46,46,16.4805355072,25.93077087402,27.4675579071,31.10112571716,34.67334747314,34.67334747314,34.67334747314
