ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
1,1,0.84531366825,1.43181943893,1.97978484631,3.34540581703,5.42674779892,5.42674779892,5.42674779892
2,2,1.01863968372,1.72540462017,2.38572669029,3.46569466591,5.77321481705,5.77321481705,5.77321481705
3,3,1.16882002354,1.97978484631,2.73745965958,3.88246393204,6.12020254135,6.12020254135,6.12020254135
4,4,1.18007683754,1.99885201454,3.00732445717,4.29564476013,6.46365785599,6.46365785599,6.46365785599
5,5,1.33093380928,2.25437855721,3.20313262939,4.69765520096,6.80801010132,6.80801010132,6.80801010132
6,6,1.43181943893,2.42526173592,3.31257796288,5.07726812363,7.15628671646,7.15628671646,7.15628671646
7,7,2.00724339485,2.51674699783,3.34540581703,5.42674779892,7.51845121384,7.51845121384,7.51845121384
8,8,2.07941675186,2.65006232262,3.46569466591,5.77321481705,7.89620828629,7.89620828629,7.89620828629
9,9,2.32947826385,3.04127812386,3.88246393204,6.12020254135,8.29548931122,8.29548931122,8.29548931122
10,10,2.57738685608,3.46569466591,4.29564476013,6.46365785599,8.71821498871,8.71821498871,8.71821498871
11,11,2.81859326363,3.88246393204,4.69765520096,6.80801010132,9.16296386719,9.16296386719,9.16296386719
12,12,3.04636096954,4.29564476013,5.07726812363,7.15628671646,9.62535095215,9.62535095215,9.62535095215
13,13,3.25604891777,4.69765520096,5.42674779892,7.51845121384,10.09143733978,10.09143733978,10.09143733978
14,14,3.46392893791,5.07726812363,5.77321481705,7.89620828629,10.55965042114,10.55965042114,10.55965042114
15,15,3.67212152481,5.42674779892,6.12020254135,8.29548931122,11.02140426636,11.02140426636,11.02140426636
16,16,3.87819457054,5.77321481705,6.46365785599,8.71821498871,11.46280002594,11.46280002594,11.46280002594
17,17,4.08480596542,6.12020254135,6.80801010132,9.16296386719,11.88507938385,11.88507938385,11.88507938385
18,18,4.29377222061,6.46365785599,7.15628671646,9.62535095215,12.289935112,12.289935112,12.289935112
19,19,4.5110707283,6.80801010132,7.51845121384,10.09143733978,12.67908382416,12.67908382416,12.67908382416
20,20,4.73772525787,7.15628671646,7.89620828629,10.55965042114,13.05409908295,13.05409908295,13.05409908295
21,21,4.97729349136,7.51845121384,8.29548931122,11.02140426636,13.430768013,13.430768013,13.430768013
22,22,5.23092937469,7.89620828629,8.71821498871,11.46280002594,13.84832000732,13.84832000732,13.84832000732
23,23,5.49777841568,8.29548931122,9.16296386719,11.88507938385,14.31922245026,14.31922245026,14.31922245026
24,24,5.77521038055,8.71821498871,9.62535095215,12.289935112,14.83819007874,14.83819007874,14.83819007874
25,25,6.05486249924,9.16296386719,10.09143733978,12.67908382416,15.42108821869,15.42108821869,15.42108821869
26,26,6.33579015732,9.62535095215,10.55965042114,13.05409908295,16.06608200073,16.06608200073,16.06608200073
27,27,6.61284255981,10.09143733978,11.02140426636,13.430768013,16.72468757629,16.72468757629,16.72468757629
28,28,6.87767982483,10.55965042114,11.46280002594,13.84832000732,17.40442085266,17.40442085266,17.40442085266
29,29,7.13104772568,11.02140426636,11.88507938385,14.31922245026,18.10422897339,18.10422897339,18.10422897339
30,30,7.37396097183,11.46280002594,12.289935112,14.83819007874,18.8175983429,18.8175983429,18.8175983429
31,31,7.60745000839,11.88507938385,12.67908382416,15.42108821869,19.54195404053,19.54195404053,19.54195404053
32,32,7.83245944977,12.289935112,13.05409908295,16.06608200073,20.2260017395,20.2260017395,20.2260017395
33,33,8.05846118927,12.67908382416,13.430768013,16.72468757629,20.85229110718,20.85229110718,20.85229110718
34,34,8.30899238586,13.05409908295,13.84832000732,17.40442085266,21.42469596863,21.42469596863,21.42469596863
35,35,8.59153366089,13.430768013,14.31922245026,18.10422897339,21.94096946716,21.94096946716,21.94096946716
36,36,8.90291404724,13.84832000732,14.83819007874,18.8175983429,22.4016494751,22.4016494751,22.4016494751
37,37,9.25265312195,14.31922245026,15.42108821869,19.54195404053,22.86143875122,22.86143875122,22.86143875122
38,38,9.63964939117,14.83819007874,16.06608200073,20.2260017395,23.324426651,23.324426651,23.324426651
39,39,10.03481292725,15.42108821869,16.72468757629,20.85229110718,23.79433250427,23.79433250427,23.79433250427
40,40,10.44265270233,16.06608200073,17.40442085266,21.42469596863,24.25887870789,24.25887870789,24.25887870789
41,41,10.86253738403,16.72468757629,18.10422897339,21.94096946716,24.7183303833,24.7183303833,24.7183303833
42,42,11.290558815,17.40442085266,18.8175983429,22.4016494751,25.18224906921,25.18224906921,25.18224906921
43,43,11.72517204285,18.10422897339,19.54195404053,22.86143875122,25.64534568787,25.64534568787,25.64534568787
44,44,12.1356010437,18.8175983429,20.2260017395,23.324426651,26.10552024841,26.10552024841,26.10552024841
45,45,12.51137542725,19.54195404053,20.85229110718,23.79433250427,26.57216835022,26.57216835022,26.57216835022
46,46,12.85481739044,20.2260017395,21.42469596863,24.25887870789,27.04521179199,27.04521179199,27.04521179199
47,47,13.1645822525,20.85229110718,21.94096946716,24.7183303833,27.51729202271,27.51729202271,27.51729202271
48,48,13.44098854065,21.42469596863,22.4016494751,25.18224906921,27.9932384491,27.9932384491,27.9932384491
49,49,13.7168636322,21.94096946716,22.86143875122,25.64534568787,28.46949195862,28.46949195862,28.46949195862
50,50,13.99465560913,22.4016494751,23.324426651,26.10552024841,28.94117736816,28.94117736816,28.94117736816
51,51,14.27659988403,22.86143875122,23.79433250427,26.57216835022,29.41325950623,29.41325950623,29.41325950623
52,52,14.55532741547,23.324426651,24.25887870789,27.04521179199,29.88708305359,29.88708305359,29.88708305359
53,53,14.83099746704,23.79433250427,24.7183303833,27.51729202271,30.36650657654,30.36650657654,30.36650657654
54,54,15.10934925079,24.25887870789,25.18224906921,27.9932384491,30.85270690918,30.85270690918,30.85270690918
55,55,15.38720703125,24.7183303833,25.64534568787,28.46949195862,31.35119819641,31.35119819641,31.35119819641
56,56,15.66331195831,25.18224906921,26.10552024841,28.94117736816,31.8543548584,31.8543548584,31.8543548584
57,57,15.94330024719,25.64534568787,26.57216835022,29.41325950623,32.36709976196,32.36709976196,32.36709976196
58,58,16.2271270752,26.10552024841,27.04521179199,29.88708305359,32.88579177856,32.88579177856,32.88579177856
59,59,16.51037406921,26.57216835022,27.51729202271,30.36650657654,33.41830444336,33.41830444336,33.41830444336
60,60,16.79594230652,27.04521179199,27.9932384491,30.85270690918,33.96504211426,33.96504211426,33.96504211426
61,61,17.08169555664,27.51729202271,28.46949195862,31.35119819641,34.53115463257,34.53115463257,34.53115463257
62,62,17.36470603943,27.9932384491,28.94117736816,31.8543548584,35.10942459106,35.10942459106,35.10942459106
63,63,17.64795684814,28.46949195862,29.41325950623,32.36709976196,35.70536422729,35.70536422729,35.70536422729
64,64,17.93225097656,28.94117736816,29.88708305359,32.88579177856,36.30947113037,36.30947113037,36.30947113037
65,65,18.21990394592,29.41325950623,30.36650657654,33.41830444336,36.92607116699,36.92607116699,36.92607116699
66,66,18.51162338257,29.88708305359,30.85270690918,33.96504211426,37.55887985229,37.55887985229,37.55887985229
67,67,18.81071853638,30.36650657654,31.35119819641,34.53115463257,38.21112823486,38.21112823486,38.21112823486
68,68,19.11261177063,30.85270690918,31.8543548584,35.10942459106,38.8789100647,38.8789100647,38.8789100647
69,69,19.42025947571,31.35119819641,32.36709976196,35.70536422729,39.57053375244,39.57053375244,39.57053375244
70,70,19.73147583008,31.8543548584,32.88579177856,36.30947113037,40.27787017822,40.27787017822,40.27787017822
71,71,20.05098342896,32.36709976196,33.41830444336,36.92607116699,41.00017929077,41.00017929077,41.00017929077
72,72,20.37902450562,32.88579177856,33.96504211426,37.55887985229,41.74256515503,41.74256515503,41.74256515503
73,73,20.71869277954,33.41830444336,34.53115463257,38.21112823486,42.49855041504,42.49855041504,42.49855041504
74,74,21.06565284729,33.96504211426,35.10942459106,38.8789100647,43.26403427124,43.26403427124,43.26403427124
75,75,21.42321777344,34.53115463257,35.70536422729,39.57053375244,44.04859542847,44.04859542847,44.04859542847
76,76,21.78568267822,35.10942459106,36.30947113037,40.27787017822,44.84760665894,44.84760665894,44.84760665894
77,77,22.15564346313,35.70536422729,36.92607116699,41.00017929077,45.66115188599,45.66115188599,45.66115188599
78,78,22.53532791138,36.30947113037,37.55887985229,41.74256515503,46.4979095459,46.4979095459,46.4979095459
79,79,22.92667579651,36.92607116699,38.21112823486,42.49855041504,47.3593788147,47.3593788147,47.3593788147
80,80,23.32734489441,37.55887985229,38.8789100647,43.26403427124,48.24140548706,48.24140548706,48.24140548706
81,81,23.7423210144,38.21112823486,39.57053375244,44.04859542847,49.14372634888,49.14372634888,49.14372634888
82,82,24.16672134399,38.8789100647,40.27787017822,44.84760665894,50.0704536438,50.0704536438,50.0704536438
83,83,24.60010719299,39.57053375244,41.00017929077,45.66115188599,51.01825332642,51.01825332642,51.01825332642
84,84,25.04553794861,40.27787017822,41.74256515503,46.4979095459,51.98812866211,51.98812866211,51.98812866211
85,85,25.49913024902,41.00017929077,42.49855041504,47.3593788147,52.97031784058,52.97031784058,52.97031784058
86,86,25.9584197998,41.74256515503,43.26403427124,48.24140548706,53.99649810791,53.99649810791,53.99649810791
