build,race,faction,dps,stdev,standard_error,iterations,oom_seconds,spell_hit_adjustment,melee_hit_adjustment,spell_hit_final,melee_hit_final,hit_budget_model,hit_rating_delta,offensive_budget_before,budget_balance,talents
Beast Mastery,Night Elf,Alliance,854.3863063452849,20.257582371681885,0.28648547730922647,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5320001505101251-00531510005
Beast Mastery,High Order,Alliance,850.1181184604952,19.487640784031324,0.2755968589543215,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5320001505101251-00531510005
Marksmanship,Orc,Horde,816.9778855446679,21.503312248527912,0.30410275817811666,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,Tauren,Horde,806.7587920611128,21.079123989784303,0.2981038302929703,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,540.4285714285714,1.1102230246251565e-15,5023000503-0053451001503051
Marksmanship,Troll,Horde,810.3248087014208,21.63921289627774,0.3060246835699476,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,Windshaper,Horde,811.8919052346392,21.19893623905356,0.29979823137152034,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,Human,Alliance,819.4475287538274,21.59888121001556,0.3054543073928941,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,Dwarf,Alliance,804.1956306191064,21.033433054186993,0.29745766288497794,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,Night Elf,Alliance,816.0333074991073,21.284076038169697,0.301002289957598,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Marksmanship,High Order,Alliance,811.8919052346392,21.19893623905356,0.29979823137152034,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,540.4285714285714,2.220446049250313e-15,5023000503-0053451001503051
Survival,Orc,Horde,786.5231110939467,32.327316843801064,0.45717729915635663,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,502-0050051-230230230250022151
Survival,Tauren,Horde,775.2730843453971,31.843754236495627,0.4503386911812782,5000,0,-0.9000000000000004,-0.9000000000000004,9,9,linear-v1,-9.000000000000004,460,0,502-0050051-230230230250022151
Survival,Troll,Horde,778.3100175923543,32.17883803917862,0.4550774917641366,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,502-0050051-230230230250022151
Survival,Windshaper,Horde,780.7708942350871,31.24582560728048,0.441882703413606,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,502-0050051-230230230250022151
Survival,Human,Alliance,790.6573871998235,32.490145020762284,0.45948003731830706,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,465,0,502-0050051-230230230250022151
Survival,Dwarf,Alliance,771.4155296252239,31.641925307501506,0.44748439909465093,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,502-0050051-230230230250022151
Survival,Night Elf,Alliance,784.077047084483,32.236127819713325,0.4558876916103121,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,465,0,502-0050051-230230230250022151
Survival,High Order,Alliance,780.7708942350871,31.24582560728048,0.441882703413606,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,502-0050051-230230230250022151
Arcane,Orc,Horde,696.1792029007436,30.945287797769804,0.43763245695144704,5000,0.08385,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Arcane,Troll,Horde,693.1804795564987,30.645282308879835,0.43338973863970137,5000,0.11594363637239996,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Arcane,Undead,Horde,706.6546688483279,32.31588451836072,0.4570156216594846,5000,0.11595,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Arcane,Human,Alliance,691.7888652407485,30.53434729339479,0.43182088060529117,5000,0.0695,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Arcane,Gnome,Alliance,698.670280721686,30.011516477722207,0.42442693630178363,5000,0.0377,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Arcane,High Order,Alliance,695.4721305558115,30.890408539147792,0.43685634703308474,5000,0.1105572278848,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,053005023100311531-03-005500032
Fire,Orc,Horde,940.3707102405577,58.83327636699505,0.8320281735704889,5000,1.7278900000000006,5.1,5.1,13,13,linear-v1,51,487.57142857142856,1.7763568394002505e-15,0501252000002-23450000130133051-003
Fire,Troll,Horde,934.1759093315134,59.49503604513214,0.8413868686890201,5000,1.7735799999999995,5.1,5.1,13,13,linear-v1,51,487.57142857142856,1.7763568394002505e-15,0501252000002-23450000130133051-003
Fire,Undead,Horde,948.6037660296066,57.681671369716646,0.8157420195140114,5000,1.46743,4.1,4.1,13,13,linear-v1,41,489.57142857142856,3.552713678800501e-15,0501252000002-23450000130133051-003
Fire,Human,Alliance,935.9094880413182,57.19249338738323,0.8088239981437092,5000,1.40503,4.1,4.1,13,13,linear-v1,41,489.57142857142856,3.552713678800501e-15,0501252000002-23450000130133051-003
Fire,Gnome,Alliance,943.7977019860222,54.971342122373265,0.7774121757131167,5000,0.97091,5.1,5.1,13,13,linear-v1,51,487.57142857142856,1.7763568394002505e-15,0501252000002-23450000130133051-003
Fire,High Order,Alliance,937.00461000301,58.241311462326195,0.823656525604173,5000,1.7069208910876004,5.1,5.1,13,13,linear-v1,51,487.57142857142856,1.7763568394002505e-15,0501252000002-23450000130133051-003
Frost,Orc,Horde,689.6836098743996,29.934657203232856,0.42333998201801365,5000,0.07195,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Frost,Troll,Horde,690.2032093445561,29.827165866578603,0.4218198249566731,5000,0.05869000003520002,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Frost,Undead,Horde,693.4223020182201,29.972006084687344,0.42386817496493767,5000,0.0641,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Frost,Human,Alliance,685.6289130333857,29.677287686266418,0.41970022740366014,5000,0.0624,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Frost,Gnome,Alliance,691.5392199414656,29.74984450721509,0.42072633580594304,5000,0.04095,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Frost,High Order,Alliance,691.6307605272364,29.72479157020814,0.42037203377301796,5000,0.053383069723200005,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,487.57142857142856,0,050005001-03-0555003321001301251
Retribution,Undead,Horde,1076.9463596823716,34.61929721995933,0.48959079648291665,5000,0,3.0999999999999996,3.0999999999999996,9,9,linear-v1,30.999999999999996,494.42857142857144,0,250003002--052253312012331321
Retribution,Human,Alliance,1056.0871708238403,34.026385038941875,0.48120575200600574,5000,0,3.0999999999999996,3.0999999999999996,9,9,linear-v1,30.999999999999996,494.42857142857144,0,250003002--052253312012331321
Retribution,Dwarf,Alliance,1054.587837748502,34.134167469622476,0.4827300257585462,5000,0,3.0999999999999996,3.0999999999999996,9,9,linear-v1,30.999999999999996,494.42857142857144,0,250003002--052253312012331321
Shadow,Troll,Horde,725.0538303449059,14.487580963141939,0.20488533484053595,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Shadow,Undead,Horde,734.124755522519,15.055251708495117,0.21291341151094503,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Shadow,Human,Alliance,726.0368456245561,14.55426536757329,0.20582839473199185,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Shadow,Dwarf,Alliance,725.9207836601106,14.544315010543174,0.2056876754333674,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Shadow,Night Elf,Alliance,731.523753519238,14.761482718001936,0.20875889060534394,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Shadow,Gnome,Alliance,733.0925426879135,14.860680432543345,0.2101617581379527,5000,0,3.0999999999999996,3.0999999999999996,11,11,linear-v1,30.999999999999996,479.57142857142856,-8.881784197001252e-16,005300231303--505120501201300051
Smite,Troll,Horde,589.3160596845788,11.565355728023032,0.16355882924239531,5000,0,-7.9,-7.9,0,0,linear-v1,-79,467.4285714285714,1.7763568394002505e-15,515030031305001031-00505023002-003
Smite,Undead,Horde,592.3929865437802,11.418323977155815,0.16147948628063652,5000,4e-05,-5.9,-5.9,0,0,linear-v1,-59,471.4285714285714,-2.6645352591003757e-15,515030031305001031-00505023002-003
Smite,Human,Alliance,587.6456146631633,11.390167196891609,0.16108128927541251,5000,0,-5.9,-5.9,0,0,linear-v1,-59,471.4285714285714,-2.6645352591003757e-15,515030031305001031-00505023002-003
Smite,Dwarf,Alliance,586.9380949030203,11.35852837059055,0.16063384870288727,5000,0,-5.9,-5.9,0,0,linear-v1,-59,471.4285714285714,-2.6645352591003757e-15,515030031305001031-00505023002-003
Smite,Night Elf,Alliance,590.267880520585,11.514460696582088,0.16283906480518343,5000,0,-5.9,-5.9,0,0,linear-v1,-59,471.4285714285714,-2.6645352591003757e-15,515030031305001031-00505023002-003
Smite,Gnome,Alliance,592.0275506371925,11.465643038564968,0.1621486788646724,5000,0,-5.9,-5.9,0,0,linear-v1,-59,471.4285714285714,-2.6645352591003757e-15,515030031305001031-00505023002-003
Combat,Orc,Horde,593.3204332945782,18.508121691214296,0.2617443670976692,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Troll,Horde,592.6107167414511,18.291341028172564,0.2586786255603307,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Undead,Horde,611.0361252414054,19.49552698535872,0.2757083866830496,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Windshaper,Horde,596.0915254682343,18.174930205455414,0.25703232791739467,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,005303103012-32003311201515231
Combat,Human,Alliance,597.0265882444186,18.59364484047692,0.2629538470735098,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Dwarf,Alliance,587.3060283874984,18.322772369116553,0.25912313184679636,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Night Elf,Alliance,595.3021389529581,18.56965053104822,0.2626145162953714,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,Gnome,Alliance,594.4049562796954,18.745122434724845,0.26509606375532047,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,005303103012-32003311201515231
Combat,High Order,Alliance,596.0915254682343,18.174930205455414,0.25703232791739467,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,005303103012-32003311201515231
Mutilate,Orc,Horde,590.3991964577825,19.109878702869253,0.27025449636902465,5000,0,9.1,9.1,16,16,linear-v1,91,439,0,0053031035140105-302303202014
Mutilate,Troll,Horde,587.4924988209948,19.04938561607138,0.269398994931231,5000,0,8.1,8.1,16,16,linear-v1,81,427,3.552713678800501e-15,0053031035140105-302303202014
Mutilate,Undead,Horde,611.6022280086037,19.555243577247946,0.27655290682453404,5000,0,9.1,9.1,16,16,linear-v1,91,436,0,0053031035140105-302303202014
Mutilate,Windshaper,Horde,592.0040781810238,19.048664559520905,0.2693887976517018,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,0053031035140105-302303202014
Mutilate,Human,Alliance,587.512712346923,19.05721364752707,0.26950970001374425,5000,0,9.1,9.1,16,16,linear-v1,91,439,0,0053031035140105-302303202014
Mutilate,Dwarf,Alliance,585.4266346602042,18.964778391173784,0.2682024680819817,5000,0,9.1,9.1,16,16,linear-v1,91,435,-7.105427357601002e-15,0053031035140105-302303202014
Mutilate,Night Elf,Alliance,595.5793239742212,18.451152662918297,0.260938703373155,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,0053031035140105-302303202014
Mutilate,Gnome,Alliance,598.6048458166152,19.194370611170577,0.27144939239532984,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,0053031035140105-302303202014
Mutilate,High Order,Alliance,592.0040781810238,19.048664559520905,0.2693887976517018,5000,0,8.1,8.1,16,16,linear-v1,81,426,7.105427357601002e-15,0053031035140105-302303202014
Subtlety,Orc,Horde,546.7134283125982,14.912351915818723,0.21089250326231246,5000,0,11.1,11.1,16,16,linear-v1,111,431,7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Troll,Horde,540.7706844327301,14.859546867845648,0.2101457271122596,5000,0,11.1,11.1,16,16,linear-v1,111,427,-7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Undead,Horde,569.7726841934276,15.799829776951734,0.22344333553751414,5000,0,11.1,11.1,16,16,linear-v1,111,427,-7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Windshaper,Horde,538.440265298256,14.78516369593515,0.20909379020697805,5000,0,11.1,11.1,16,16,linear-v1,111,427,-7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Human,Alliance,552.1130060223387,14.981170463813784,0.21186574450148685,5000,0,11.1,11.1,16,16,linear-v1,111,427,-7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Dwarf,Alliance,540.6401046927155,14.59276822598572,0.20637290737756175,5000,0,11.1,11.1,16,16,linear-v1,111,431,7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Night Elf,Alliance,549.4529174115457,14.857629181998957,0.210118606938932,5000,0,11.1,11.1,16,16,linear-v1,111,431,7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,Gnome,Alliance,545.7109304374108,15.26923382177085,0.21593957557794302,5000,0,11.1,11.1,16,16,linear-v1,111,431,7.105427357601002e-15,115303101104--5320003310013211501
Subtlety,High Order,Alliance,538.440265298256,14.78516369593515,0.20909379020697805,5000,0,11.1,11.1,16,16,linear-v1,111,427,-7.105427357601002e-15,115303101104--5320003310013211501
Demonic Pact,Orc,Horde,791.9652304032953,28.383313885957048,0.4014006744261305,5000,0,6.1,6.1,16,16,linear-v1,61,493.99999999999994,-3.552713678800501e-15,011-0005003221220311351-0550005003
Demonic Pact,Troll,Horde,784.8217516879469,28.0661348222051,0.3969150850895425,5000,0,7.1,7.1,16,16,linear-v1,71,491.99999999999994,-1.7763568394002505e-15,011-0005003221220311351-0550005003
Demonic Pact,Undead,Horde,793.496120262589,28.744648820868832,0.40651072208124495,5000,0,7.1,7.1,16,16,linear-v1,71,491.99999999999994,-1.7763568394002505e-15,011-0005003221220311351-0550005003
Demonic Pact,Human,Alliance,783.8536906640269,27.90787144497,0.394676902944414,5000,0,6.1,6.1,16,16,linear-v1,61,493.99999999999994,-3.552713678800501e-15,011-0005003221220311351-0550005003
Demonic Pact,Gnome,Alliance,796.9636755793696,28.557707663738338,0.4038669748834483,5000,0,7.1,7.1,16,16,linear-v1,71,491.99999999999994,-1.7763568394002505e-15,011-0005003221220311351-0550005003
Affliction,Orc,Horde,781.8739553940972,31.257571533499664,0.44204881589522405,5000,0.0104,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,2525000013520105--0550015103
Affliction,Troll,Horde,775.5796379290156,30.731167827836238,0.43460434329689734,5000,0.004872727297599999,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,2525000013520105--0550015103
Affliction,Undead,Horde,782.6874478168533,30.941699885311355,0.43758171620685354,5000,0.0082,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,2525000013520105--0550015103
Affliction,Human,Alliance,773.8884425309111,30.858230287991077,0.436401277841092,5000,0.008,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,2525000013520105--0550015103
Affliction,Gnome,Alliance,787.4100493078722,31.98695148357594,0.45236380607043286,5000,0.0026,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,2525000013520105--0550015103
DS/Ruin,Orc,Horde,741.2288956976472,34.070598210219096,0.48183102067056344,5000,0.0009,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,252200001351-0025003001-0550005103
DS/Ruin,Troll,Horde,735.5395802446749,32.75087592588767,0.4631673291398884,5000,0.0006818181919999999,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,252200001351-0025003001-0550005103
DS/Ruin,Undead,Horde,744.7541673013553,33.71306644578986,0.4767747579682134,5000,0.0014,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,252200001351-0025003001-0550005103
DS/Ruin,Human,Alliance,732.7113710362285,33.40324891216348,0.4723932763890592,5000,0.0013,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,252200001351-0025003001-0550005103
DS/Ruin,Gnome,Alliance,746.1104458792486,34.2838898755142,0.4848474203285782,5000,0.0003,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,491.99999999999994,8.881784197001252e-16,252200001351-0025003001-0550005103
Destruction,Orc,Horde,767.1827787408102,21.53987887560109,0.30461988837748794,5000,0.0009,4,4,16,16,linear-v1,40,487.57142857142856,8.881784197001252e-16,2521000003-0005-0050355103101351
Destruction,Troll,Horde,765.4822631642252,21.078597663855252,0.2980963869202993,5000,0.00071818182,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,487.57142857142856,0,2521000003-0005-0050355103101351
Destruction,Undead,Horde,777.2555877414275,21.25019299380825,0.3005231113488935,5000,0.0009,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,487.57142857142856,0,2521000003-0005-0050355103101351
Destruction,Human,Alliance,765.224046091144,21.06377698515205,0.2978867908720429,5000,0.001,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,487.57142857142856,0,2521000003-0005-0050355103101351
Destruction,Gnome,Alliance,775.1926783690067,21.900015397608335,0.30971298791477314,5000,0.0009,3.0999999999999996,3.0999999999999996,16,16,linear-v1,30.999999999999996,487.57142857142856,0,2521000003-0005-0050355103101351
Fury,Orc,Horde,944.925822209568,37.02881139784603,0.5236664727738929,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Tauren,Horde,926.4906924613714,34.789538018438336,0.49199836494369903,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,445,2.7755575615628914e-17,20305113002-050520035151010051
Fury,Troll,Horde,928.8690447480465,36.68833018338123,0.5188513412615992,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,439,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Undead,Horde,945.8571322304357,34.956953417267044,0.4943659762194356,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Windshaper,Horde,924.7139042093755,34.6147715291734,0.48952679355003104,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,437,-8.881784197001252e-16,20305113002-050520035151010051
Fury,Human,Alliance,940.7196327757729,36.44444919522099,0.5154023432509875,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Dwarf,Alliance,928.2604600322103,34.46938382915099,0.48747070097829176,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,454,-8.881784197001252e-16,20305113002-050520035151010051
